STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BX_GSR_FCTY_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Primary income receipts (BoP, current US$)",0,WB_WDI,PU,4.24647903808818E7,A,Annual,Vanuatu,"Primary income receipts (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_PRM_AGES,_T,_T,_T,YR,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Primary school starting age (years),0,WB_WDI,PU,6.0,A,Annual,Vanuatu,Primary school starting age (years),Total,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_DYN_1014,_T,Y10T14,_T,10P3PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,"Probability of dying among adolescents ages 10-14 years (per 1,000)",0,WB_WDI,PU,2.1,A,Annual,Vanuatu,"Probability of dying among adolescents ages 10-14 years (per 1,000)",Total,10 to 14 years old,Total,Per 1 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_DYN_1519,_T,Y15T19,_T,10P3PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,"Probability of dying among adolescents ages 15-19 years (per 1,000)",0,WB_WDI,PU,4.3,A,Annual,Vanuatu,"Probability of dying among adolescents ages 15-19 years (per 1,000)",Total,15 to 19 years old,Total,Per 1 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_DYN_0509,_T,Y5T9,_T,10P3PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,"Probability of dying among children ages 5-9 years (per 1,000)",0,WB_WDI,PU,2.4,A,Annual,Vanuatu,"Probability of dying among children ages 5-9 years (per 1,000)",Total,5 to 9 years old,Total,Per 1 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_DYN_2024,_T,Y20T24,_T,10P3PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,"Probability of dying among youth ages 20-24 years (per 1,000)",0,WB_WDI,PU,5.6,A,Annual,Vanuatu,"Probability of dying among youth ages 20-24 years (per 1,000)",Total,20 to 24 years old,Total,Per 1 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SG_GEN_PARL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Proportion of seats held by women in national parliaments (%),0,WB_WDI,PU,1.92307692307692,A,Annual,Vanuatu,Proportion of seats held by women in national parliaments (%),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_DT_TDS_DPPG_XP_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",0,WB_WDI,PU,1.2451511250062806,A,Annual,Vanuatu,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_DT_TDS_DPPG_GN_ZS,_T,_T,_T,PT_GNI,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Public and publicly guaranteed debt service (% of GNI),0,WB_WDI,PU,0.6514453858883271,A,Annual,Vanuatu,Public and publicly guaranteed debt service (% of GNI),Total,All age ranges or no breakdown by age,Total,Percentage of GNI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_TLF_CACT_FM_ZS,F,_T,_T,RO,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),0,WB_WDI,PU,82.40470048724563,A,Annual,Vanuatu,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Female,All age ranges or no breakdown by age,Total,Ratio,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_EST,_T,_T,_T,SCORE,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Regulatory Quality: Estimate,0,WB_WDI,PU,-0.684840023517609,A,Annual,Vanuatu,Regulatory Quality: Estimate,Total,All age ranges or no breakdown by age,Total,Score,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_NO_SRC,_T,_T,_T,SRCS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Regulatory Quality: Number of Sources,0,WB_WDI,PU,4.0,A,Annual,Vanuatu,Regulatory Quality: Number of Sources,Total,All age ranges or no breakdown by age,Total,Sources,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_PER_RNK,_T,_T,_T,RANK,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,Regulatory Quality: Percentile Rank,0,WB_WDI,PU,27.488151550293,A,Annual,Vanuatu,Regulatory Quality: Percentile Rank,Total,All age ranges or no breakdown by age,Total,Rank,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_PER_RNK_LOWER,_T,_T,_T,PER_RANK_LB,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",0,WB_WDI,PU,13.7440757751465,A,Annual,Vanuatu,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",Total,All age ranges or no breakdown by age,Total,"Percentile Rank, Lower Bound of 90% Confidence Interval",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_PER_RNK_UPPER,_T,_T,_T,PER_RANK_UB,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",0,WB_WDI,PU,40.7582931518555,A,Annual,Vanuatu,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",Total,All age ranges or no breakdown by age,Total,"Percentile Rank, Upper Bound of 90% Confidence Interval",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RQ_STD_ERR,_T,_T,_T,SE,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Regulatory Quality: Standard Error,0,WB_WDI,PU,0.226137787103653,A,Annual,Vanuatu,Regulatory Quality: Standard Error,Total,All age ranges or no breakdown by age,Total,Standard error,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_EG_ELC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Renewable electricity output (% of total electricity output),0,WB_WDI,PU,16.30026034133642,A,Annual,Vanuatu,Renewable electricity output (% of total electricity output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_EG_FEC_RNEW_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Renewable energy consumption (% of total final energy consumption),0,WB_WDI,PU,35.8,A,Annual,Vanuatu,Renewable energy consumption (% of total final energy consumption),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ER_H2O_INTR_PC,_T,_T,_T,M3,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Renewable internal freshwater resources per capita (cubic meters),0,WB_WDI,PU,41072.14733400691,A,Annual,Vanuatu,Renewable internal freshwater resources per capita (cubic meters),Total,All age ranges or no breakdown by age,Total,Cubic meters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_ER_H2O_INTR_K3,_T,_T,_T,M3,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,"Renewable internal freshwater resources, total (billion cubic meters)",9,WB_WDI,PU,10.0,A,Annual,Vanuatu,"Renewable internal freshwater resources, total (billion cubic meters)",Total,All age ranges or no breakdown by age,Total,Cubic meters,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Billions,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BN_RES_INCL_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Reserves and related items (BoP, current US$)",0,WB_WDI,PU,1.26345346677404E7,A,Annual,Vanuatu,"Reserves and related items (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_GC_REV_XGRT_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Revenue, excluding grants (% of GDP)",0,WB_WDI,PU,19.05652710253247,A,Annual,Vanuatu,"Revenue, excluding grants (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_GC_REV_XGRT_CN,_T,_T,_T,XDC,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Revenue, excluding grants (current LCU)",0,WB_WDI,PU,1.31309E10,A,Annual,Vanuatu,"Revenue, excluding grants (current LCU)",Total,All age ranges or no breakdown by age,Total,Domestic currency,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_SGR_CRSK_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Risk of catastrophic expenditure for surgical care (% of people at risk),0,WB_WDI,PU,2.9,A,Annual,Vanuatu,Risk of catastrophic expenditure for surgical care (% of people at risk),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_SGR_IRSK_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Risk of impoverishing expenditure for surgical care (% of people at risk),0,WB_WDI,PU,31.6,A,Annual,Vanuatu,Risk of impoverishing expenditure for surgical care (% of people at risk),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_EST,_T,_T,_T,SCORE,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Rule of Law: Estimate,0,WB_WDI,PU,0.29826694726944,A,Annual,Vanuatu,Rule of Law: Estimate,Total,All age ranges or no breakdown by age,Total,Score,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_NO_SRC,_T,_T,_T,SRCS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Rule of Law: Number of Sources,0,WB_WDI,PU,6.0,A,Annual,Vanuatu,Rule of Law: Number of Sources,Total,All age ranges or no breakdown by age,Total,Sources,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_PER_RNK,_T,_T,_T,RANK,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,Rule of Law: Percentile Rank,0,WB_WDI,PU,61.9718322753906,A,Annual,Vanuatu,Rule of Law: Percentile Rank,Total,All age ranges or no breakdown by age,Total,Rank,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_PER_RNK_LOWER,_T,_T,_T,PER_RANK_LB,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",0,WB_WDI,PU,53.9906120300293,A,Annual,Vanuatu,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",Total,All age ranges or no breakdown by age,Total,"Percentile Rank, Lower Bound of 90% Confidence Interval",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_PER_RNK_UPPER,_T,_T,_T,PER_RANK_UB,_Z,_Z,_Z,2011,_Z,RANK,2,WB_WDI,P1Y,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",0,WB_WDI,PU,68.0751190185547,A,Annual,Vanuatu,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",Total,All age ranges or no breakdown by age,Total,"Percentile Rank, Upper Bound of 90% Confidence Interval",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Rank,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_RL_STD_ERR,_T,_T,_T,SE,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Rule of Law: Standard Error,0,WB_WDI,PU,0.209465220570564,A,Annual,Vanuatu,Rule of Law: Standard Error,Total,All age ranges or no breakdown by age,Total,Standard error,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_RUR_TOTL,_T,_T,_T,PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Rural population,0,WB_WDI,PU,183126.0,A,Annual,Vanuatu,Rural population,Total,All age ranges or no breakdown by age,Total,Persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_RUR_TOTL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Rural population (% of total population),0,WB_WDI,PU,75.2138365950987,A,Annual,Vanuatu,Rural population (% of total population),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SP_RUR_TOTL_ZG,_T,_T,_T,PC_A,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Rural population growth (annual %),0,WB_WDI,PU,2.1119637156581796,A,Annual,Vanuatu,Rural population growth (annual %),Total,All age ranges or no breakdown by age,Total,Percentage change per annum,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_PRE_ENRR,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"School enrollment, preprimary (% gross)",0,WB_WDI,PU,90.8101806640625,A,Annual,Vanuatu,"School enrollment, preprimary (% gross)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_PRE_ENRR_FE,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"School enrollment, preprimary, female (% gross)",0,WB_WDI,PU,90.0451812744141,A,Annual,Vanuatu,"School enrollment, preprimary, female (% gross)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_PRE_ENRR_MA,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"School enrollment, preprimary, male (% gross)",0,WB_WDI,PU,91.5310897827148,A,Annual,Vanuatu,"School enrollment, preprimary, male (% gross)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_ENR_PRIM_FM_ZS,_T,_T,_T,U,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,"School enrollment, primary (gross), gender parity index (GPI)",0,WB_WDI,PU,0.968976736068726,A,Annual,Vanuatu,"School enrollment, primary (gross), gender parity index (GPI)",Total,All age ranges or no breakdown by age,Total,Unitless,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IP_JRN_ARTC_SC,_T,_T,_T,ARTLS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Scientific and technical journal articles,0,WB_WDI,PU,7.94,A,Annual,Vanuatu,Scientific and technical journal articles,Total,All age ranges or no breakdown by age,Total,Articles,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SE_SEC_DURS,_T,_T,_T,YR,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,"Secondary education, duration (years)",0,WB_WDI,PU,7.0,A,Annual,Vanuatu,"Secondary education, duration (years)",Total,All age ranges or no breakdown by age,Total,Years,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BX_TRF_CURR_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Secondary income receipts (BoP, current US$)",0,WB_WDI,PU,1.4609863176239701E7,A,Annual,Vanuatu,"Secondary income receipts (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BM_TRF_PRVT_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Secondary income, other sectors, payments (BoP, current US$)",0,WB_WDI,PU,1160270.52896618,A,Annual,Vanuatu,"Secondary income, other sectors, payments (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IT_NET_SECR,_T,_T,_T,SERVS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Secure Internet servers,0,WB_WDI,PU,15.0,A,Annual,Vanuatu,Secure Internet servers,Total,All age ranges or no breakdown by age,Total,Servers,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IT_NET_SECR_P6,_T,_T,_T,10P6PS,_Z,_Z,_Z,2011,_Z,COUNT,2,WB_WDI,P1Y,Secure Internet servers (per 1 million people),0,WB_WDI,PU,61.60822100101038,A,Annual,Vanuatu,Secure Internet servers (per 1 million people),Total,All age ranges or no breakdown by age,Total,Per 1 000 000 persons,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_EMP_SELF_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Self-employed, female (% of female employment) (modeled ILO estimate)",0,WB_WDI,PU,74.3995211134113,A,Annual,Vanuatu,"Self-employed, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_EMP_SELF_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Self-employed, male (% of male employment) (modeled ILO estimate)",0,WB_WDI,PU,65.2389214902618,A,Annual,Vanuatu,"Self-employed, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_EMP_SELF_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Self-employed, total (% of total employment) (modeled ILO estimate)",0,WB_WDI,PU,69.2578731972075,A,Annual,Vanuatu,"Self-employed, total (% of total employment) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BX_GSR_NFSV_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Service exports (BoP, current US$)",0,WB_WDI,PU,2.83198473793769E8,A,Annual,Vanuatu,"Service exports (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_BM_GSR_NFSV_CD,_T,_T,_T,USD,_Z,_Z,_Z,2011,_Z,CUR,2,WB_WDI,P1Y,"Service imports (BoP, current US$)",0,WB_WDI,PU,1.4496110815344203E8,A,Annual,Vanuatu,"Service imports (BoP, current US$)",Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NV_SRV_TOTL_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Services, value added (% of GDP)",0,WB_WDI,PU,63.38872360496336,A,Annual,Vanuatu,"Services, value added (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
